@relation DM_predicao_dataset

@attribute data date "dd/mm/yyyy"
@attribute dia {ter,qua,qui,sex,sab,dom,seg}
@attribute fluxo numeric

@data
07/11/2004,dom,12412
08/11/2004,seg,14690
09/11/2004,ter,15017
10/11/2004,qua,14963
11/11/2004,qui,14913
12/11/2004,sex,15087
13/11/2004,sab,13775
14/11/2004,dom,12388
15/11/2004,seg,12464
16/11/2004,ter,14724
17/11/2004,qua,15106
18/11/2004,qui,15316
19/11/2004,sex,15319
20/11/2004,sab,14031
21/11/2004,dom,12581
22/11/2004,seg,14901
23/11/2004,ter,15305
24/11/2004,qua,15131
25/11/2004,qui,15191
26/11/2004,sex,14997
27/11/2004,sab,13733
28/11/2004,dom,12533
29/11/2004,seg,15189
30/11/2004,ter,15492
01/12/2004,qua,15168
02/12/2004,qui,15230
03/12/2004,sex,15113
04/12/2004,sab,13829
05/12/2004,dom,12605
06/12/2004,seg,14872
07/12/2004,ter,15276
08/12/2004,qua,13982
09/12/2004,qui,15054
10/12/2004,sex,15083
11/12/2004,sab,13718
12/12/2004,dom,12552
13/12/2004,seg,14933
14/12/2004,ter,15225
15/12/2004,qua,15183
16/12/2004,qui,15099
17/12/2004,sex,14887
18/12/2004,sab,13591
19/12/2004,dom,12438
20/12/2004,seg,14667
21/12/2004,ter,14857
22/12/2004,qua,14834
23/12/2004,qui,14574
24/12/2004,sex,13185
25/12/2004,sab,11382
26/12/2004,dom,11750
27/12/2004,seg,13563
28/12/2004,ter,13416
29/12/2004,qua,13577
30/12/2004,qui,13966
31/12/2004,sex,13046
01/01/2005,sab,10277
02/01/2005,dom,10347
03/01/2005,seg,12244
04/01/2005,ter,12894
05/01/2005,qua,13064
06/01/2005,qui,13167
07/01/2005,sex,13134
08/01/2005,sab,12056
09/01/2005,dom,10908
10/01/2005,seg,12671
11/01/2005,ter,12882
12/01/2005,qua,12951
13/01/2005,qui,13023
14/01/2005,sex,13132
15/01/2005,sab,11915
16/01/2005,dom,10510
17/01/2005,seg,12338
18/01/2005,ter,12109
19/01/2005,qua,11932
20/01/2005,qui,12370
21/01/2005,sex,12314
22/01/2005,sab,11215
23/01/2005,dom,10209
24/01/2005,seg,12187
25/01/2005,ter,12627
26/01/2005,qua,12422
27/01/2005,qui,12528
28/01/2005,sex,12620
29/01/2005,sab,11792
30/01/2005,dom,10742
31/01/2005,seg,12435
01/02/2005,ter,13110
02/02/2005,qua,13159
03/02/2005,qui,13068
04/02/2005,sex,12685
05/02/2005,sab,11555
06/02/2005,dom,10705
07/02/2005,seg,11577
08/02/2005,ter,11057
09/02/2005,qua,12510
10/02/2005,qui,13379
11/02/2005,sex,13560
12/02/2005,sab,12388
13/02/2005,dom,11065
14/02/2005,seg,12843
15/02/2005,ter,12939
16/02/2005,qua,13091
17/02/2005,qui,13158
18/02/2005,sex,13007
19/02/2005,sab,12720
20/02/2005,dom,11045
21/02/2005,seg,13110
22/02/2005,ter,12953
23/02/2005,qua,12915
24/02/2005,qui,13074
25/02/2005,sex,13084
26/02/2005,sab,12063
27/02/2005,dom,10753
28/02/2005,seg,13167
01/03/2005,ter,13166
02/03/2005,qua,13211
03/03/2005,qui,13439
04/03/2005,sex,13242
05/03/2005,sab,12054
06/03/2005,dom,10787
07/03/2005,seg,13338
08/03/2005,ter,13640
09/03/2005,qua,13466
10/03/2005,qui,13389
11/03/2005,sex,13481
12/03/2005,sab,12063
13/03/2005,dom,10778
14/03/2005,seg,12569
15/03/2005,ter,13033
16/03/2005,qua,13268
17/03/2005,qui,13426
18/03/2005,sex,13384
19/03/2005,sab,11757
20/03/2005,dom,10723
21/03/2005,seg,12940
22/03/2005,ter,13006
23/03/2005,qua,12952
24/03/2005,qui,12247
25/03/2005,sex,10177
26/03/2005,sab,11081
27/03/2005,dom,10512
28/03/2005,seg,12573
29/03/2005,ter,12859
30/03/2005,qua,12928
31/03/2005,qui,12715
01/04/2005,sex,13068
02/04/2005,sab,12311
03/04/2005,dom,11158
04/04/2005,seg,13018
05/04/2005,ter,13371
06/04/2005,qua,13410
07/04/2005,qui,13727
08/04/2005,sex,13839
09/04/2005,sab,12208
10/04/2005,dom,11086
11/04/2005,seg,13295
12/04/2005,ter,13665
13/04/2005,qua,13691
14/04/2005,qui,13728
15/04/2005,sex,13579
16/04/2005,sab,12472
17/04/2005,dom,11394
18/04/2005,seg,13750
19/04/2005,ter,13909
20/04/2005,qua,13499
21/04/2005,qui,11705
22/04/2005,sex,13157
23/04/2005,sab,12478
24/04/2005,dom,11281
25/04/2005,seg,12932
26/04/2005,ter,13677
27/04/2005,qua,13829
28/04/2005,qui,13523
29/04/2005,sex,13165
30/04/2005,sab,12156
01/05/2005,dom,11159
02/05/2005,seg,13583
03/05/2005,ter,13630
04/05/2005,qua,13853
05/05/2005,qui,13678
06/05/2005,sex,13851
07/05/2005,sab,12546
08/05/2005,dom,11253
09/05/2005,seg,13632
10/05/2005,ter,13962
11/05/2005,qua,14182
12/05/2005,qui,14349
13/05/2005,sex,14206
14/05/2005,sab,13030
15/05/2005,dom,11813
16/05/2005,seg,13929
17/05/2005,ter,13912
18/05/2005,qua,14033
19/05/2005,qui,13729
20/05/2005,sex,13697
21/05/2005,sab,12353
22/05/2005,dom,11106
23/05/2005,seg,13331
24/05/2005,ter,13662
25/05/2005,qua,13834
26/05/2005,qui,11705
27/05/2005,sex,13259
28/05/2005,sab,12586
29/05/2005,dom,11266
30/05/2005,seg,13469
31/05/2005,ter,13915
01/06/2005,qua,13079
02/06/2005,qui,13289
03/06/2005,sex,13291
04/06/2005,sab,12252
05/06/2005,dom,11280
06/06/2005,seg,13242
07/06/2005,ter,13349
08/06/2005,qua,13564
09/06/2005,qui,13577
10/06/2005,sex,13583
11/06/2005,sab,12315
12/06/2005,dom,11246
13/06/2005,seg,13360
14/06/2005,ter,13706
15/06/2005,qua,13643
16/06/2005,qui,13817
17/06/2005,sex,13787
18/06/2005,sab,12631
19/06/2005,dom,11455
20/06/2005,seg,13596
21/06/2005,ter,13889
22/06/2005,qua,13722
23/06/2005,qui,13630
24/06/2005,sex,13441
25/06/2005,sab,12293
26/06/2005,dom,11076
27/06/2005,seg,13310
28/06/2005,ter,13668
29/06/2005,qua,13914
30/06/2005,qui,13830
01/07/2005,sex,14145
02/07/2005,sab,12536
03/07/2005,dom,11518
04/07/2005,seg,13809
05/07/2005,ter,13730
06/07/2005,qua,13942
07/07/2005,qui,14121
08/07/2005,sex,13727
09/07/2005,sab,12488
10/07/2005,dom,11128
11/07/2005,seg,13552
12/07/2005,ter,14008
13/07/2005,qua,14076
14/07/2005,qui,13889
15/07/2005,sex,13764
16/07/2005,sab,12601
17/07/2005,dom,11463
18/07/2005,seg,13715
19/07/2005,ter,14125
20/07/2005,qua,14042
21/07/2005,qui,14059
22/07/2005,sex,13761
23/07/2005,sab,12331
24/07/2005,dom,11378
25/07/2005,seg,13761
26/07/2005,ter,13904
27/07/2005,qua,14143
28/07/2005,qui,14161
29/07/2005,sex,13930
30/07/2005,sab,12606
31/07/2005,dom,11663
01/08/2005,seg,13771
02/08/2005,ter,14342
03/08/2005,qua,14458
04/08/2005,qui,14599
05/08/2005,sex,14609
06/08/2005,sab,13340
07/08/2005,dom,12140
08/08/2005,seg,14480
09/08/2005,ter,14748
10/08/2005,qua,14653
11/08/2005,qui,14520
12/08/2005,sex,14268
13/08/2005,sab,12944
14/08/2005,dom,11768
15/08/2005,seg,12431
16/08/2005,ter,14291
17/08/2005,qua,14325
18/08/2005,qui,14395
19/08/2005,sex,14365
20/08/2005,sab,13220
21/08/2005,dom,12013
22/08/2005,seg,14374
23/08/2005,ter,14520
24/08/2005,qua,14416
25/08/2005,qui,14566
26/08/2005,sex,14664
27/08/2005,sab,13172
28/08/2005,dom,11647
29/08/2005,seg,14083
30/08/2005,ter,14392
31/08/2005,qua,14476
01/09/2005,qui,14821
02/09/2005,sex,14762
03/09/2005,sab,13446
04/09/2005,dom,12180
05/09/2005,seg,14404
06/09/2005,ter,14540
07/09/2005,qua,12505
08/09/2005,qui,14537
09/09/2005,sex,14696
10/09/2005,sab,13388
11/09/2005,dom,12161
12/09/2005,seg,14548
13/09/2005,ter,14833
14/09/2005,qua,14868
15/09/2005,qui,14539
16/09/2005,sex,14648
17/09/2005,sab,13453
18/09/2005,dom,12295
19/09/2005,seg,14892
20/09/2005,ter,15042
21/09/2005,qua,14945
22/09/2005,qui,15021
23/09/2005,sex,14894
24/09/2005,sab,13597
25/09/2005,dom,12320
26/09/2005,seg,14164
27/09/2005,ter,15042
28/09/2005,qua,15092
29/09/2005,qui,14875
30/09/2005,sex,14801
01/10/2005,sab,13719
02/10/2005,dom,12757
03/10/2005,seg,15010
04/10/2005,ter,15169
05/10/2005,qua,15365
06/10/2005,qui,15100
07/10/2005,sex,14949
08/10/2005,sab,13764
09/10/2005,dom,12359
10/10/2005,seg,14531
11/10/2005,ter,14517
12/10/2005,qua,12733
13/10/2005,qui,14912
14/10/2005,sex,15165
15/10/2005,sab,13790
16/10/2005,dom,12096
17/10/2005,seg,14981
18/10/2005,ter,15107
19/10/2005,qua,15226
20/10/2005,qui,15219
21/10/2005,sex,14782
22/10/2005,sab,13352
23/10/2005,dom,12325
24/10/2005,seg,13878
25/10/2005,ter,15085
26/10/2005,qua,15044
27/10/2005,qui,15004
28/10/2005,sex,14833
29/10/2005,sab,13809
30/10/2005,dom,12642
31/10/2005,seg,15014
01/11/2005,ter,14924
02/11/2005,qua,12643
03/11/2005,qui,14925
04/11/2005,sex,15259
05/11/2005,sab,13669
06/11/2005,dom,12383
07/11/2005,seg,14796
08/11/2005,ter,15112
09/11/2005,qua,15097
10/11/2005,qui,14781
11/11/2005,sex,14926
12/11/2005,sab,13447
13/11/2005,dom,12217
14/11/2005,seg,14298
15/11/2005,ter,12886
16/11/2005,qua,14678
17/11/2005,qui,15089
18/11/2005,sex,15098
19/11/2005,sab,13829
20/11/2005,dom,12691
21/11/2005,seg,15108
22/11/2005,ter,15218
23/11/2005,qua,15046
24/11/2005,qui,15044
25/11/2005,sex,14993
26/11/2005,sab,13639
27/11/2005,dom,12372
28/11/2005,seg,14577
29/11/2005,ter,15043
30/11/2005,qua,15277
01/12/2005,qui,15846
02/12/2005,sex,15609
03/12/2005,sab,14153
04/12/2005,dom,12745
05/12/2005,seg,14721
06/12/2005,ter,14807
07/12/2005,qua,15125
08/12/2005,qui,13836
09/12/2005,sex,14824
10/12/2005,sab,13504
11/12/2005,dom,12603
12/12/2005,seg,14863
13/12/2005,ter,15320
14/12/2005,qua,15440
15/12/2005,qui,14961
16/12/2005,sex,14985
17/12/2005,sab,13797
18/12/2005,dom,12624
19/12/2005,seg,14509
20/12/2005,ter,14285
21/12/2005,qua,14195
22/12/2005,qui,14333
23/12/2005,sex,14156
24/12/2005,sab,13043
25/12/2005,dom,11729
26/12/2005,seg,13844
27/12/2005,ter,14313
28/12/2005,qua,13522
29/12/2005,qui,13241
30/12/2005,sex,13151
31/12/2005,sab,12571
01/01/2006,dom,9856
02/01/2006,seg,11367
03/01/2006,ter,12150
04/01/2006,qua,12424
05/01/2006,qui,12336
06/01/2006,sex,12534
07/01/2006,sab,11463
08/01/2006,dom,10345
09/01/2006,seg,11650
10/01/2006,ter,12096
11/01/2006,qua,12495
12/01/2006,qui,12317
13/01/2006,sex,12657
14/01/2006,sab,11747
15/01/2006,dom,10750
16/01/2006,seg,12554
17/01/2006,ter,12607
18/01/2006,qua,12607
19/01/2006,qui,12407
20/01/2006,sex,12021
21/01/2006,sab,11459
22/01/2006,dom,10603
23/01/2006,seg,12587
24/01/2006,ter,12974
25/01/2006,qua,13061
26/01/2006,qui,13323
27/01/2006,sex,13440
28/01/2006,sab,12292
29/01/2006,dom,10973
30/01/2006,seg,12816
31/01/2006,ter,13106
01/02/2006,qua,13497
02/02/2006,qui,13452
03/02/2006,sex,13373
04/02/2006,sab,12272
05/02/2006,dom,10998
06/02/2006,seg,12699
07/02/2006,ter,12782
08/02/2006,qua,13163
09/02/2006,qui,13567
10/02/2006,sex,13586
11/02/2006,sab,12233
12/02/2006,dom,10706
13/02/2006,seg,12564
14/02/2006,ter,12379
15/02/2006,qua,12684
16/02/2006,qui,13123
17/02/2006,sex,12547
18/02/2006,sab,12317
19/02/2006,dom,10915
20/02/2006,seg,12884
21/02/2006,ter,13220
22/02/2006,qua,13381
23/02/2006,qui,13377
24/02/2006,sex,13330
25/02/2006,sab,12171
26/02/2006,dom,10653
27/02/2006,seg,11325
28/02/2006,ter,10546
01/03/2006,qua,11622
02/03/2006,qui,12323
03/03/2006,sex,12567
04/03/2006,sab,11637
05/03/2006,dom,10617
06/03/2006,seg,12852
07/03/2006,ter,13341
08/03/2006,qua,13285
09/03/2006,qui,13284
10/03/2006,sex,13277
11/03/2006,sab,11992
12/03/2006,dom,11027
13/03/2006,seg,13049
14/03/2006,ter,12926
15/03/2006,qua,13244
16/03/2006,qui,13200
17/03/2006,sex,13181
18/03/2006,sab,12020
19/03/2006,dom,10805
20/03/2006,seg,13046
21/03/2006,ter,13286
22/03/2006,qua,13104
23/03/2006,qui,13085
24/03/2006,sex,12898
25/03/2006,sab,11915
26/03/2006,dom,10724
27/03/2006,seg,12781
28/03/2006,ter,13131
29/03/2006,qua,12809
30/03/2006,qui,12568
31/03/2006,sex,12608
01/04/2006,sab,12197
02/04/2006,dom,11273
03/04/2006,seg,13711
04/04/2006,ter,13742
05/04/2006,qua,13729
06/04/2006,qui,13918
07/04/2006,sex,13682
08/04/2006,sab,12389
09/04/2006,dom,11175
10/04/2006,seg,13636
11/04/2006,ter,13669
12/04/2006,qua,13779
13/04/2006,qui,13387
14/04/2006,sex,11440
15/04/2006,sab,12106
16/04/2006,dom,11251
17/04/2006,seg,13256
18/04/2006,ter,13664
19/04/2006,qua,13928
20/04/2006,qui,13678
21/04/2006,sex,11957
22/04/2006,sab,12505
23/04/2006,dom,11594
24/04/2006,seg,13752
25/04/2006,ter,13499
26/04/2006,qua,13607
27/04/2006,qui,13817
28/04/2006,sex,13843
29/04/2006,sab,12710
30/04/2006,dom,11188
01/05/2006,seg,11280
02/05/2006,ter,13700
03/05/2006,qua,14010
04/05/2006,qui,13874
05/05/2006,sex,13620
06/05/2006,sab,12486
07/05/2006,dom,11095
08/05/2006,seg,13339
09/05/2006,ter,13555
10/05/2006,qua,13541
11/05/2006,qui,13467
12/05/2006,sex,13346
13/05/2006,sab,12538
14/05/2006,dom,11547
15/05/2006,seg,13901
16/05/2006,ter,14065
17/05/2006,qua,13867
18/05/2006,qui,13872
19/05/2006,sex,13672
20/05/2006,sab,12150
21/05/2006,dom,11286
22/05/2006,seg,13613
23/05/2006,ter,13920
24/05/2006,qua,13766
25/05/2006,qui,13779
26/05/2006,sex,13713
27/05/2006,sab,12522
28/05/2006,dom,11483
29/05/2006,seg,13575
30/05/2006,ter,13894
31/05/2006,qua,14036
01/06/2006,qui,13774
02/06/2006,sex,13764
03/06/2006,sab,12520
04/06/2006,dom,11527
05/06/2006,seg,13376
06/06/2006,ter,13545
07/06/2006,qua,13444
08/06/2006,qui,13726
09/06/2006,sex,13695
10/06/2006,sab,12464
11/06/2006,dom,11139
12/06/2006,seg,13353
13/06/2006,ter,12880
14/06/2006,qua,13558
15/06/2006,qui,11761
16/06/2006,sex,13390
17/06/2006,sab,12376
18/06/2006,dom,11280
19/06/2006,seg,13379
20/06/2006,ter,13770
21/06/2006,qua,13868
22/06/2006,qui,13175
23/06/2006,sex,14034
24/06/2006,sab,12732
25/06/2006,dom,11649
26/06/2006,seg,13765
27/06/2006,ter,13138
28/06/2006,qua,13950
29/06/2006,qui,13886
30/06/2006,sex,13916
01/07/2006,sab,12672
02/07/2006,dom,11640
03/07/2006,seg,13558
04/07/2006,ter,13868
05/07/2006,qua,14038
06/07/2006,qui,14048
07/07/2006,sex,14107
08/07/2006,sab,12804
09/07/2006,dom,11689
10/07/2006,seg,13511
11/07/2006,ter,13856
12/07/2006,qua,14045
13/07/2006,qui,14034
14/07/2006,sex,13933
15/07/2006,sab,12460
16/07/2006,dom,11242
17/07/2006,seg,13703
18/07/2006,ter,13981
19/07/2006,qua,13960
20/07/2006,qui,13899
21/07/2006,sex,13662
22/07/2006,sab,12346
23/07/2006,dom,11290
24/07/2006,seg,13613
25/07/2006,ter,14094
26/07/2006,qua,14171
27/07/2006,qui,14201
28/07/2006,sex,13884
29/07/2006,sab,12583
30/07/2006,dom,11499
31/07/2006,seg,13684
01/08/2006,ter,13826
02/08/2006,qua,13664
03/08/2006,qui,13826
04/08/2006,sex,13957
05/08/2006,sab,12838
06/08/2006,dom,11809
07/08/2006,seg,14129
08/08/2006,ter,14428
09/08/2006,qua,14334
10/08/2006,qui,14439
11/08/2006,sex,14464
12/08/2006,sab,13257
13/08/2006,dom,11893
14/08/2006,seg,14376
15/08/2006,ter,13185
16/08/2006,qua,14647
17/08/2006,qui,14622
18/08/2006,sex,14517
19/08/2006,sab,13074
20/08/2006,dom,12005
21/08/2006,seg,14481
22/08/2006,ter,14668
23/08/2006,qua,14623
24/08/2006,qui,14590
25/08/2006,sex,14521
26/08/2006,sab,13322
27/08/2006,dom,12104
28/08/2006,seg,14449
29/08/2006,ter,14728
30/08/2006,qua,14656
31/08/2006,qui,14560
01/09/2006,sex,14524
02/09/2006,sab,13465
03/09/2006,dom,12406
04/09/2006,seg,14619
05/09/2006,ter,14722
06/09/2006,qua,14823
07/09/2006,qui,12821
08/09/2006,sex,14113
09/09/2006,sab,13286
10/09/2006,dom,12279
11/09/2006,seg,14625
12/09/2006,ter,15107
13/09/2006,qua,14694
14/09/2006,qui,14582
15/09/2006,sex,14900
16/09/2006,sab,13718
17/09/2006,dom,12381
18/09/2006,seg,14663
19/09/2006,ter,14744
20/09/2006,qua,14837
21/09/2006,qui,14918
22/09/2006,sex,14926
23/09/2006,sab,13811
24/09/2006,dom,12449
25/09/2006,seg,14831
26/09/2006,ter,14960
27/09/2006,qua,14764
28/09/2006,qui,14795
29/09/2006,sex,14866
30/09/2006,sab,13675
01/10/2006,dom,12295
02/10/2006,seg,14461
03/10/2006,ter,14830
04/10/2006,qua,15122
05/10/2006,qui,15179
06/10/2006,sex,15026
07/10/2006,sab,13758
08/10/2006,dom,12302
09/10/2006,seg,14496
10/10/2006,ter,14919
11/10/2006,qua,14861
12/10/2006,qui,13110
13/10/2006,sex,14633
14/10/2006,sab,13716
15/10/2006,dom,12258
16/10/2006,seg,14573
17/10/2006,ter,15054
18/10/2006,qua,14800
19/10/2006,qui,14761
20/10/2006,sex,14839
21/10/2006,sab,13865
22/10/2006,dom,12609
23/10/2006,seg,14381
24/10/2006,ter,15116
25/10/2006,qua,15113
26/10/2006,qui,14897
27/10/2006,sex,15064
28/10/2006,sab,13938
29/10/2006,dom,12619
30/10/2006,seg,14733
31/10/2006,ter,14908
01/11/2006,qua,15108
02/11/2006,qui,12930
03/11/2006,sex,14876
04/11/2006,sab,14057
05/11/2006,dom,12278
06/11/2006,seg,15053
07/11/2006,ter,15296
08/11/2006,qua,15204
09/11/2006,qui,15388
10/11/2006,sex,15038
11/11/2006,sab,13487
12/11/2006,dom,12463
13/11/2006,seg,14721
14/11/2006,ter,14664
15/11/2006,qua,13068
16/11/2006,qui,14878
17/11/2006,sex,14945
18/11/2006,sab,13287
19/11/2006,dom,11989
20/11/2006,seg,14313
21/11/2006,ter,14618
22/11/2006,qua,14546
23/11/2006,qui,14462
24/11/2006,sex,14915
25/11/2006,sab,13802
26/11/2006,dom,12504
27/11/2006,seg,15045
28/11/2006,ter,15470
29/11/2006,qua,15473
30/11/2006,qui,15181
01/12/2006,sex,14988
02/12/2006,sab,13773
03/12/2006,dom,12730
04/12/2006,seg,14822
05/12/2006,ter,15092
06/12/2006,qua,15320
07/12/2006,qui,15400
08/12/2006,sex,14430
09/12/2006,sab,14075
10/12/2006,dom,12572
11/12/2006,seg,14566
12/12/2006,ter,14708
13/12/2006,qua,14808
14/12/2006,qui,14813
15/12/2006,sex,14849
16/12/2006,sab,13578
17/12/2006,dom,12334
18/12/2006,seg,14337
19/12/2006,ter,14556
20/12/2006,qua,14839
21/12/2006,qui,15178
22/12/2006,sex,14907
23/12/2006,sab,13562
24/12/2006,dom,12740
25/12/2006,seg,11853
26/12/2006,ter,13840
27/12/2006,qua,14241
28/12/2006,qui,14265
29/12/2006,sex,13997
30/12/2006,sab,13133
31/12/2006,dom,12347
